,관리번호,자치구_x,와이파이명,도로명주소,상세주소,설치위치(층),설치유형,설치기관,서비스구분,망종류,설치년도,실내외구분,wifi접속환경,X좌표,Y좌표,작업일자,자치구_y,AP별 이용량(GB),이용량
1553,BS101334,동대문구,이문동현대아파트앞,이문동 54-2 이문동현대아파트앞(06-254),06-254,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07063,37.600986,2021-12-14 10:57,동대문구,0.00 GB,0.00 
1554,BS101335,동대문구,한국과학기술원.홍릉초등학교,청량리동206-44 한국과학기술원.홍릉초등학교(06-275),06-275,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04685,37.591507,2021-12-14 10:57,동대문구,0.00 GB,0.00 
1555,BS101336,동대문구,이문동쌍용아파트,이문동 59 이문동쌍용아파트(06-302),06-302,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06928,37.59895,2021-12-14 10:57,동대문구,0.00 GB,0.00 
1556,BS101337,중랑구,한국전력동부지사,묵동188-5 한국전력동부지사(07-106),07-106,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07883,37.606037,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1557,BS101338,중랑구,중랑구청,신내동 664 중랑구청(07-267),07-267,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.094284,37.60664,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1558,BS101339,중랑구,신내9단지아파트,신내동659 신내9단지아파트(07-278),07-278,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.09599,37.61057,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1559,BS101340,중랑구,서울특별시북부병원,망우동227 서울특별시북부병원(07-330),07-330,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.10722,37.603966,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1560,BS101341,중랑구,송곡여고양원역,망우동 244-38 송곡여고양원역(07-355),07-355,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.10584,37.60588,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1561,BS101342,중랑구,서울의료원후문,신내동 315-5 서울의료원후문(07-433),07-433,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.09824,37.613743,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1562,BS101343,중랑구,늘푸른근린공원,면목동 162-22 늘푸른근린공원(07-466),07-466,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07985,37.58289,2021-12-14 10:57,중랑구,0.00 GB,0.00 
1563,BS101344,성북구,석관동주민센터,장위동 7  8-1 석관동주민센터(08-145),08-145,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06158,37.613533,2021-12-14 10:57,성북구,0.00 GB,0.00 
1564,BS101345,성북구,보문동주민센터,보문동7가 112-3 보문동주민센터(08-184),08-184,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.022484,37.579834,2021-12-14 10:57,성북구,0.00 GB,0.00 
1565,BS101346,성북구,광운초교앞,성북구 장위동 158-56 광운초교앞(08-187),08-187,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05284,37.6203,2021-12-14 10:57,성북구,0.00 GB,0.00 
1566,BS101347,성북구,장위래미안아파트,장위동 276-41 장위래미안아파트(08-239),08-239,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.052246,37.618885,2021-12-14 10:57,성북구,0.00 GB,0.00 
1567,BS101348,성북구,장위래미안아파트,장위동 149-72 장위래미안아파트(08-242),08-242,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05249,37.61867,2021-12-14 10:57,성북구,0.00 GB,0.00 
1568,BS101349,성북구,밤나무골시장,하월곡동8-74 밤나무골시장(08-285),08-285,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03568,37.609455,2021-12-14 10:57,성북구,0.00 GB,0.00 
1569,BS101350,강북구,수유2동주민센터우이시장,수유동256-2 수유2동주민센터우이시장(09-126),09-126,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.01943,37.64509,2021-12-14 10:57,강북구,0.00 GB,0.00 
1570,BS101351,강북구,송중동한일유엔아이,장위동 231-619 송중동한일유엔아이(09-188),09-188,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03796,37.61375,2021-12-14 10:57,강북구,0.00 GB,0.00 
1571,BS101352,강북구,미양중고등학교.팔팔?미송경로당,미아동 1354-12 미양중고등학교.팔팔&middot;미송경로당(09-217),09-217,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.01314,37.623367,2021-12-14 10:57,강북구,0.00 GB,0.00 
1572,BS101353,강북구,SK아파트벽산아파트상가,미아동 1354 SK아파트벽산아파트상가(09-226),09-226,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.011345,37.619938,2021-12-14 10:57,강북구,0.00 GB,0.00 
1573,BS101354,강북구,번동동문아파트,번동 122-3 번동동문아파트(09-237),09-237,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03776,37.623547,2021-12-14 10:57,강북구,0.00 GB,0.00 
1574,BS101355,강북구,번동동문아파트,번동 123 동문굿모닝힐(09-238),09-238,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03745,37.62374,2021-12-14 10:57,강북구,0.00 GB,0.00 
1575,BS101356,강북구,송중초등학교,미아동 90-2 송중초등학교(09-245),09-245,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03165,37.616554,2021-12-14 10:57,강북구,0.00 GB,0.00 
1576,BS101357,도봉구,도봉동한신아파트,도봉동 62-20 도봉동한신아파트(10-104),10-104,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04596,37.682106,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1577,BS101358,도봉구,도봉소방서,방학동 707-1 도봉소방서(10-113),10-113,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04319,37.665676,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1578,BS101359,도봉구,자운고등학교앞,노해로69길 103 동아청솔아파트 자운고등학교앞(10-140),10-140,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04967,37.65868,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1579,BS101360,도봉구,창동동아청솔아파트,창4동 808 창동동아청솔아파트(10-142),10-142,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04958,37.65667,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1580,BS101361,도봉구,창동동아아파트,창4동 33-1 창동동아아파트(10-147),10-147,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05147,37.65193,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1581,BS101362,도봉구,창동동아아파트,창4동 26 창동동아아파트(10-148),10-148,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05139,37.65148,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1582,BS101363,도봉구,쌍문동청구아파트,쌍문2동 13-7 쌍문동청구아파트(10-177),10-177,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03512,37.659573,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1583,BS101364,도봉구,국민은행방학지점,방학동 665-12 국민은행방학지점(10-192),10-192,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03411,37.662594,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1584,BS101365,도봉구,신한은행방학동지점,방학로 137 신한은행방학동지점(10-193),10-193,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.037,37.662655,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1585,BS101366,도봉구,서울문화고등학교,방학1동 713-35 서울문화고등학교(10-197),10-197,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04631,37.662872,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1586,BS101367,도봉구,서울문화고등학교,방학동 723-25 서울문화고등학교(10-199),10-199,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.048195,37.662548,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1587,BS101368,도봉구,쌍문동성원아파트,쌍문동 252-6 쌍문동성원아파트(10-211),10-211,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.02854,37.657825,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1588,BS101369,도봉구,창동서울탁주앞,창동 552-48 창동서울탁주앞(10-250),10-250,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.037285,37.637665,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1589,BS101370,도봉구,창동고등학교,창동 694-10 창동고등학교(10-305),10-305,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03857,37.651295,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1590,BS101371,도봉구,태영데시앙아파트,창동 819 태영데시앙아파트(10-311),10-311,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03245,37.642384,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1591,BS101372,도봉구,창동.신창시장,창동 557-89 창동.신창시장(10-330),10-330,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.038475,37.638847,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1592,BS101373,도봉구,신창.창동시장,창동 581-76 신창.창동시장(10-331),10-331,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.03835,37.63908,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1593,BS101374,도봉구,상아아파트,노해로63가길 7 상아아파트(10-704),10-704,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.043,37.653164,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1594,BS101375,도봉구,북한산아이파크,창동 825-1 북한산아이파크(10-713),10-713,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04197,37.65899,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1595,BS101376,도봉구,서울문화고등학교,방학동 726-119 서울문화고등학교(10-740),10-740,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.04675,37.663647,2021-12-14 10:57,도봉구,0.00 GB,0.00 
1596,BS101377,노원구,화랑대역1번출구,공릉동60-1 화랑대역1번출구(11-118),11-118,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08328,37.61978,2021-12-14 10:57,노원구,0.00 GB,0.00 
1597,BS101378,노원구,서울과학기술대앞,공릉2 172-29 서울과학기술대앞(11-121),11-121,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07602,37.63027,2021-12-14 10:57,노원구,0.00 GB,0.00 
1598,BS101379,노원구,효성화운트빌,공릉동산42-2 효성화운트빌(11-133),11-133,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08504,37.628265,2021-12-14 10:57,노원구,0.00 GB,0.00 
1599,BS101380,노원구,화랑타운아파트,공릉2 110-1 화랑타운아파트(11-137),11-137,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08675,37.623608,2021-12-14 10:57,노원구,0.00 GB,0.00 
1600,BS101381,노원구,화랑대역2번출구,공릉동90-2 화랑대역2번출구(11-139),11-139,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08359,37.62022,2021-12-14 10:57,노원구,0.00 GB,0.00 
1601,BS101382,노원구,태릉국제사격장,공릉동26-24 태릉국제사격장(11-147),11-147,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.09618,37.628193,2021-12-14 10:57,노원구,0.00 GB,0.00 
1602,BS101383,노원구,한국스포츠정책과학원,공릉동26-18 한국스포츠정책과학원(11-152),11-152,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.10628,37.635593,2021-12-14 10:57,노원구,0.00 GB,0.00 
1603,BS101384,노원구,담터고개,공릉동 26-94 담터고개(11-156),11-156,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.11129,37.64084,2021-12-14 10:57,노원구,0.00 GB,0.00 
1604,BS101385,노원구,공연초등학교,공릉동 389-17 공연초등학교(11-176),11-176,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07554,37.626724,2021-12-14 10:57,노원구,0.00 GB,0.00 
1605,BS101386,노원구,청원고등학교,상계동680 청원고등학교(11-190),11-190,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06172,37.66505,2021-12-14 10:57,노원구,0.00 GB,0.00 
1606,BS101387,노원구,수락리버시티아파트,경기 의정부 장암동415-3 수락리버시티아파트(11-202),11-202,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05521,37.68933,2021-12-14 10:57,노원구,0.00 GB,0.00 
1607,BS101388,노원구,롯데백화점노원점,상계동716-1 롯데백화점노원점(11-212),11-212,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06254,37.65487,2021-12-14 10:57,노원구,0.00 GB,0.00 
1608,BS101389,노원구,상계119안전센터,상계동1309 상계119안전센터(11-218),11-218,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.071495,37.65396,2021-12-14 10:57,노원구,0.00 GB,0.00 
1609,BS101390,노원구,벽산아파트103동,상계동 173 벽산아파트103동(11-243),11-243,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.071815,37.660706,2021-12-14 10:57,노원구,0.00 GB,0.00 
1610,BS101391,노원구,상계주공2단지,상계동740 상계주공2단지(11-254),11-254,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06042,37.651108,2021-12-14 10:57,노원구,0.00 GB,0.00 
1611,BS101392,노원구,상계중학교,상계동455-5 상계중학교(11-261),11-261,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06782,37.652355,2021-12-14 10:57,노원구,0.00 GB,0.00 
1612,BS101393,노원구,상경초등학교,상계동621 상경초등학교(11-266),11-266,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.051834,37.67083,2021-12-14 10:57,노원구,0.00 GB,0.00 
1613,BS101394,노원구,보람아파트1단지,상계동684 보람아파트1단지(11-274),11-274,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06545,37.66441,2021-12-14 10:57,노원구,0.00 GB,0.00 
1614,BS101395,노원구,상계주공12단지1202동,상계동647 상계주공12단지1202동(11-277),11-277,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05979,37.66492,2021-12-14 10:57,노원구,0.00 GB,0.00 
1615,BS101396,노원구,광운대역,월계동 418-12 광운대역(11-278),11-278,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06161,37.6226,2021-12-14 10:57,노원구,0.00 GB,0.00 
1616,BS101397,노원구,광운대학교,월계동447-1 광운대학교(11-285),11-285,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.0588,37.62034,2021-12-14 10:57,노원구,0.00 GB,0.00 
1617,BS101398,노원구,인덕대학교,월계동600 인덕대학교(11-309),11-309,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05555,37.628605,2021-12-14 10:57,노원구,0.00 GB,0.00 
1618,BS101399,노원구,한진한화그랑빌아파트,월계동18 한진한화그랑빌아파트(11-313),11-313,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06986,37.618256,2021-12-14 10:57,노원구,0.00 GB,0.00 
1619,BS101400,노원구,한천초등학교,월계동18 한천초등학교(11-314),11-314,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06978,37.61941,2021-12-14 10:57,노원구,0.00 GB,0.00 
1620,BS101401,노원구,월계미성아파트,월계3 7 월계미성아파트(11-317),11-317,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06945,37.621616,2021-12-14 10:57,노원구,0.00 GB,0.00 
1621,BS101402,노원구,월계미륭아파트,월계3 17 월계미륭아파트(11-318),11-318,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06839,37.623108,2021-12-14 10:57,노원구,0.00 GB,0.00 
1622,BS101403,노원구,월계삼호4차아파트,월계3 203-1 월계삼호4차아파트(11-322),11-322,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06583,37.626465,2021-12-14 10:57,노원구,0.00 GB,0.00 
1623,BS101404,노원구,인덕대앞,월계동635-4 인덕대앞(11-338),11-338,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05751,37.62904,2021-12-14 10:57,노원구,0.00 GB,0.00 
1624,BS101405,노원구,노원구민체육센터,중계1동 361 노원구민체육센터(11-356),11-356,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07096,37.647556,2021-12-14 10:57,노원구,0.00 GB,0.00 
1625,BS101406,노원구,을지중학교,중계1 360-19학 을지중학교(11-360),11-360,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07091,37.650208,2021-12-14 10:57,노원구,0.00 GB,0.00 
1626,BS101407,노원구,원광초등학교,중계동359-3 원광초등학교(11-365),11-365,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07675,37.65446,2021-12-14 10:57,노원구,0.00 GB,0.00 
1627,BS101408,노원구,목련아파트상가,중계동514-3 목련아파트상가(11-380),11-380,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06988,37.64686,2021-12-14 10:57,노원구,0.00 GB,0.00 
1628,BS101409,노원구,2001아울렛중계점,중계동 509 (동일로204가길 46),11-384,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.067665,37.64169,2021-12-14 10:57,노원구,0.00 GB,0.00 
1629,BS101410,노원구,대진여자고등학교,중계동514 대진여자고등학교(11-388),11-388,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.0671,37.644684,2021-12-14 10:57,노원구,0.00 GB,0.00 
1630,BS101411,노원구,청계초등학교,중계동513-1 청계초등학교(11-389),11-389,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.06693,37.64451,2021-12-14 10:57,노원구,0.00 GB,0.00 
1631,BS101412,노원구,중계주공4단지,중계동358-2 중계주공4단지(11-396),11-396,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.078,37.65505,2021-12-14 10:57,노원구,0.00 GB,0.00 
1632,BS101413,노원구,노원문화예술회관.불암초등학교,중계동366-2 노원문화예술회관.불암초등학교(11-402),11-402,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08016,37.650677,2021-12-14 10:57,노원구,0.00 GB,0.00 
1633,BS101414,노원구,중계본동주민센터,중계본동 583 중계본동주민센터(11-406),11-406,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.08068,37.647472,2021-12-14 10:57,노원구,0.00 GB,0.00 
1634,BS101415,노원구,노원경찰서,하계동 250-3 노원경찰서(11-438),11-438,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07219,37.641792,2021-12-14 10:57,노원구,0.00 GB,0.00 
1635,BS101416,노원구,홈플러스중계점,하계동285 홈플러스중계점(11-443),11-443,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.069115,37.640266,2021-12-14 10:57,노원구,0.00 GB,0.00 
1636,BS101417,노원구,경기기계공업고등학교,하계1  274-4 경기기계공업고등학교(11-445),11-445,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07405,37.630928,2021-12-14 10:57,노원구,0.00 GB,0.00 
1637,BS101418,노원구,상계주공2단지상가,상계동740-3 상계주공2단지상가(11-463),11-463,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.05723,37.65032,2021-12-14 10:57,노원구,0.00 GB,0.00 
1638,BS101419,노원구,청구빌라.연촌초등학교,하계1동 277 청구빌라.연촌초등학교(11-466),11-466,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.071594,37.63506,2021-12-14 10:57,노원구,0.00 GB,0.00 
1639,BS101420,노원구,청구빌라.연촌초등학교,하계1동 278 청구빌라.연촌초등학교(11-467),11-467,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07153,37.63528,2021-12-14 10:57,노원구,0.00 GB,0.00 
1640,BS101421,노원구,경춘선숲길방문자센터,하계동274 경춘선숲길방문자센터(11-505),11-505,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,127.07058,37.631767,2021-12-14 10:57,노원구,0.00 GB,0.00 
1641,BS101422,은평구,은평구청,은평로 203 은평구청(12-126),12-126,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.930405,37.60143,2021-12-14 10:57,은평구,0.00 GB,0.00 
1642,BS101423,은평구,은평구청,은평로 204 은평구청(12-135),12-135,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.9303,37.601162,2021-12-14 10:57,은평구,0.00 GB,0.00 
1643,BS101424,은평구,구산사거리,서오릉로 196 구산사거리(12-142),12-142,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91248,37.613613,2021-12-14 10:57,은평구,0.00 GB,0.00 
1644,BS101425,은평구,구산사거리,서오릉로 191 구산사거리(12-149),12-149,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91254,37.61324,2021-12-14 10:57,은평구,0.00 GB,0.00 
1645,BS101426,은평구,신흥시장,신사동 34-48 신흥시장(12-168),12-168,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.914566,37.5954,2021-12-14 10:57,은평구,0.00 GB,0.00 
1646,BS101427,은평구,새절역,신사동 337-3 새절역(12-169),12-169,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91345,37.591187,2021-12-14 10:57,은평구,0.00 GB,0.00 
1647,BS101428,은평구,와산교,증산로 353 와산교(12-170),12-170,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.9127,37.58789,2021-12-14 10:57,은평구,0.00 GB,0.00 
1648,BS101429,은평구,역촌초등학교,역촌동 36-4 역촌초등학교(12-179),12-179,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91605,37.60218,2021-12-14 10:57,은평구,0.00 GB,0.00 
1649,BS101430,은평구,역말사거리,역촌동 9-54 역말사거리(12-180),12-180,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91556,37.606148,2021-12-14 10:57,은평구,0.00 GB,0.00 
1650,BS101431,은평구,백화사,진관내동 301-3대 백화사(12-231),12-231,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.93896,37.65355,2021-12-14 10:57,은평구,0.00 GB,0.00 
1651,BS101432,은평구,서부경찰서,진흥로 55 서부경찰서후문(12-259),12-259,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.92033,37.60171,2021-12-14 10:57,은평구,0.00 GB,0.00 
1652,BS101433,은평구,수색대림아파트,은평터널로 65 수색대림아파트(12-323),12-323,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.90027,37.5861,2021-12-14 10:57,은평구,0.00 GB,0.00 
1653,BS101434,은평구,수색초등학교,수색동 136-50 수색초등학교(12-324),12-324,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.89771,37.584244,2021-12-14 10:57,은평구,0.00 GB,0.00 
1654,BS101435,은평구,역촌동성당,역말로 14 역촌동성당(12-393),12-393,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91167,37.605427,2021-12-14 10:57,은평구,0.00 GB,0.00 
1655,BS101436,은평구,녹번동대림JR아파트앞,통일로 586 녹번동대림JR아파트앞(12-421),12-421,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.93706,37.59931,2021-12-14 10:57,은평구,0.00 GB,0.00 
1656,BS101437,은평구,생태공원앞,진관4로 48-25 생태공원앞(12-434),12-434,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.92897,37.644073,2021-12-14 10:57,은평구,0.00 GB,0.00 
1657,BS101438,은평구,응암초교.백련산힐스테이트3차,응암동 761-4  응암초교.백련산힐스테이트3차(12-473),12-473,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.922714,37.588776,2021-12-14 10:57,은평구,0.00 GB,0.00 
1658,BS101439,서대문구,홍은현대아파트,연희로 377 홍은현대아파트(13-163),13-163,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.938736,37.590218,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1659,BS101440,서대문구,동도하이츠아파트,응암로 140 동도하이츠아파트(13-178),13-178,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.915016,37.58468,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1660,BS101441,서대문구,서대문구청,홍제천로 198 서대문구청(13-208),13-208,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.934875,37.579052,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1661,BS101442,서대문구,북가좌119안전센터,증가로 248 북가좌119안전센터(13-237),13-237,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.9124,37.58315,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1662,BS101443,서대문구,미동초등학교,충정로 47 미동초등학교(13-240),13-240,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.96445,37.56316,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1663,BS101444,서대문구,북가좌초등학교현대아파트앞,응암로 33 북가좌초등학교현대아파트앞(13-242),13-242,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.90844,37.576786,2021-12-14 10:57,서대문구,0.00 GB,0.00 
1664,BS101445,마포구,상암휴먼시아아파트,상암동 30-12 상암휴먼시아아파트(14-165),14-165,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.89538,37.575237,2021-12-14 10:57,마포구,0.00 GB,0.00 
1665,BS101446,마포구,성산2교,성산동 54-7 성산2교(14-185),14-185,,5. 버스정류소,과기부(버스정류소),과기부WiFi,임대망,2020,실외,,126.91247,37.56423,2021-12-14 10:57,마포구,0.00 GB,0.00 
